,user_id,item_id,recommend,price
448,76561198151910904,252950.0,True,19.99
449,H1DD3NT3RR0R,240.0,True,19.99
450,H1DD3NT3RR0R,105600.0,True,9.99
451,H1DD3NT3RR0R,204300.0,True,0.0
452,H1DD3NT3RR0R,730.0,True,14.99
453,H1DD3NT3RR0R,440.0,False,0.0
454,H1DD3NT3RR0R,570.0,True,0.0
455,76561198071214618,268750.0,True,9.99
456,76561198115115631,570.0,True,0.0
457,76561198071175142,570.0,True,0.0
458,76561198071175142,271590.0,True,39.99
459,t8s,360870.0,True,0.0
460,t8s,730.0,True,14.99
461,pikawuu2,230410.0,True,0.0
462,pikawuu2,12900.0,True,9.99
463,Sammeh00,301520.0,True,0.0
464,Michaelele,6060.0,True,9.99
465,Michaelele,730.0,True,14.99
466,Michaelele,107410.0,True,39.99
467,Michaelele,304930.0,True,0.0
468,76561198045754869,335670.0,True,9.99
469,76561198076098774,215080.0,True,0.0
470,76561198103253374,570.0,True,0.0
471,76561198048417105,271590.0,True,39.99
472,76561198048417105,730.0,True,14.99
473,76561198048417105,244160.0,True,34.99
474,76561198048417105,270880.0,True,19.99
475,76561198090842891,8190.0,True,14.99
476,76561198055767971,247730.0,False,4.99
477,76561197998052647,233630.0,True,9.99
478,adohya343,303390.0,False,0.99
479,76561198145436942,221100.0,True,34.99
480,jjas01,208812.0,False,2.99
481,jjas01,218620.0,False,4.99
482,jjas01,243120.0,True,4.99
483,jjas01,234140.0,True,19.99
484,jjas01,204450.0,True,14.99
485,jjas01,225260.0,True,14.99
486,jjas01,50300.0,True,29.99
487,jjas01,201810.0,True,19.99
488,jjas01,212630.0,False,19.99
489,jjas01,427820.0,False,7.99
490,3xotic26,500.0,True,19.99
491,3xotic26,440.0,True,0.0
492,3xotic26,49520.0,True,19.99
493,3xotic26,550.0,True,19.99
494,iamthetrashlord,206420.0,True,14.99
495,iamthetrashlord,213670.0,True,29.99
496,3dster,550.0,True,19.99
497,76561198079990063,231040.0,True,9.99
498,Forty-Nine,221100.0,True,34.99
499,Forty-Nine,376300.0,False,29.99
500,76561198051017916,351040.0,True,9.99
501,76561198051017916,250600.0,True,4.99
502,L4M1NAS,227940.0,True,0.0
503,L4M1NAS,437220.0,True,9.99
504,L4M1NAS,221100.0,True,34.99
505,76561198096766604,301520.0,False,0.0
506,76561197995322437,264710.0,True,24.99
507,imsojipper,218620.0,True,4.99
508,76561198084542731,206420.0,True,14.99
509,76561198084542731,47790.0,True,19.99
510,76561198103671881,570.0,True,0.0
511,mrpfresh,236110.0,True,0.0
512,mrpfresh,346110.0,True,59.99
513,mrpfresh,232790.0,True,19.99
514,GamerFag,440.0,True,0.0
515,GamerFag,70.0,True,9.99
516,GamerFag,420.0,True,7.99
517,GamerFag,380.0,True,7.99
518,GamerFag,220.0,True,9.99
519,GamerFag,1250.0,True,19.99
520,EHS-R3AP3R,339230.0,False,19.99
521,EHS-R3AP3R,349700.0,True,4.99
522,EHS-R3AP3R,226700.0,True,9.99
523,EHS-R3AP3R,209160.0,True,59.99
524,chidori_647,219990.0,True,24.99
525,chidori_647,213670.0,True,29.99
526,chidori_647,21100.0,False,19.99
527,chidori_647,8190.0,True,14.99
528,chidori_647,215470.0,False,7.99
529,76561198092227136,730.0,True,14.99
530,76561198092227136,1250.0,True,19.99
531,hellcat59,4000.0,True,9.99
532,76561198007584361,401650.0,True,4.99
533,tbimperator,35450.0,True,19.99
534,Allahu_Akbar666,230410.0,True,0.0
535,Allahu_Akbar666,304930.0,False,0.0
536,ulramite,290020.0,True,19.99
537,ulramite,248860.0,True,14.99
538,ulramite,211820.0,True,14.99
539,-GM-Dragon,226700.0,False,9.99
540,-GM-Dragon,244850.0,True,9.99
541,76561198054040292,298260.0,True,0.0
542,76561198078799606,370240.0,False,59.99
543,76561198078799606,730.0,True,14.99
544,76561198078799606,233450.0,True,29.99
545,I_DID_911_JUST_SAYING,214420.0,True,0.0
546,I_DID_911_JUST_SAYING,365670.0,True,0.0
547,I_DID_911_JUST_SAYING,440.0,True,0.0
548,I_DID_911_JUST_SAYING,4000.0,True,9.99
549,I_DID_911_JUST_SAYING,221260.0,True,9.99
550,750805,369070.0,False,12.99
551,750805,91310.0,False,9.99
552,diabeticfuck,218620.0,True,4.99
553,diabeticfuck,419070.0,True,0.0
554,diabeticfuck,333930.0,False,0.0
555,diabeticfuck,287700.0,True,19.99
556,76561198054465623,302830.0,False,0.0
557,76561198054465623,24240.0,True,14.99
558,76561198054465623,39800.0,True,1.99
559,76561198054465623,250600.0,True,4.99
560,76561198054465623,105600.0,True,9.99
561,76561198054465623,113020.0,True,14.99
562,aaropro,440.0,True,0.0
563,aaropro,221100.0,True,34.99
564,abiam,238960.0,True,9.99
565,FrankoWalker,310370.0,True,0.0
566,FrankoWalker,260410.0,True,4.99
567,FrankoWalker,236390.0,True,0.0
568,LightfootSword7,221100.0,False,34.99
569,LightfootSword7,383870.0,True,19.99
570,SALTTHEW0UND,248820.0,True,9.99
571,SALTTHEW0UND,730.0,True,14.99
572,SALTTHEW0UND,550.0,True,19.99
573,SALTTHEW0UND,204030.0,True,9.99
574,SALTTHEW0UND,440.0,True,0.0
575,SALTTHEW0UND,383080.0,True,9.99
576,express157,304930.0,True,0.0
577,76561198074644990,242760.0,True,14.99
578,76561198074644990,207230.0,True,0.0
579,76561198074644990,9180.0,False,4.99
580,76561198064304806,730.0,True,14.99
581,TomoeMamiewe,10150.0,True,19.99
582,TomoeMamiewe,4000.0,True,9.99
583,76561198057086148,214950.0,True,59.95
584,Acidius99,218620.0,True,4.99
585,Acidius99,292030.0,True,9.99
586,Acidius99,261640.0,True,39.99
587,Acidius99,220240.0,True,19.99
588,Acidius99,271290.0,False,9.99
589,acorn13,313740.0,True,9.99
590,acorn13,34330.0,True,9.99
591,acorn13,271590.0,True,39.99
592,adamcookie,570.0,True,0.0
593,AddzyTheBaddzy,291550.0,True,0.0
594,AddzyTheBaddzy,259080.0,True,0.0
595,mrfunkyjunkie,233250.0,True,9.99
596,mrfunkyjunkie,256350.0,True,9.99
597,mrfunkyjunkie,249380.0,True,9.99
598,mradobe7,275850.0,False,59.99
599,76561198167207237,337320.0,True,14.99
600,76561198167207237,391540.0,True,9.99
601,76561198167207237,265930.0,True,9.99
602,76561198167207237,620.0,True,19.99
603,cancerkek,730.0,True,14.99
604,76561198073508075,10090.0,True,19.99
605,76561198073508075,251570.0,True,9.99
606,76561198073508075,218680.0,True,19.99
607,76561198074323290,252490.0,False,19.99
608,76561198074323290,251060.0,False,29.99
609,76561198090899557,252490.0,False,19.99
610,advenger95,22370.0,True,19.99
611,advenger95,307690.0,True,29.99
612,advenger95,72850.0,True,9.99
613,EndAtHallow,1250.0,True,19.99
614,76561198063624801,440.0,True,0.0
615,aeryal,440.0,True,0.0
616,76561198070263209,570.0,True,0.0
617,76561198015968275,248610.0,True,19.99
618,Agiegamma,208090.0,True,0.0
619,76561198082614708,250340.0,True,9.99
620,Agronoth,244850.0,True,9.99
621,Agronoth,221640.0,True,2.99
622,Agronoth,104900.0,True,0.99
623,Agronoth,105600.0,True,9.99
624,Agronoth,9450.0,False,12.99
625,UnholyFallenAngel,262410.0,True,0.0
626,UnholyFallenAngel,222940.0,True,19.99
627,UnholyFallenAngel,221040.0,True,29.99
628,76561198068565589,221100.0,True,34.99
629,76561198068565589,286570.0,True,39.99
630,76561198068565589,263440.0,False,9.99
631,SlutOnTheSpit,4000.0,True,9.99
632,WestyGaming,223710.0,True,0.0
633,NaruseAiria,317360.0,True,0.0
634,NaruseAiria,108600.0,True,14.99
635,NaruseAiria,259080.0,True,0.0
636,NaruseAiria,208520.0,True,14.99
637,76561198067713802,239660.0,True,0.0
638,76561198067713802,304930.0,True,0.0
639,76561198187212131,730.0,True,14.99
640,76561198044678148,495890.0,True,0.99
641,76561198044678148,472680.0,True,0.0
642,Alex680,4000.0,True,9.99
643,alansiulun,295270.0,True,9.99
644,alansiulun,265930.0,True,9.99
645,Albolah,283920.0,True,6.99
646,Albolah,440.0,True,0.0
647,Albolah,294650.0,True,6.99
648,76561198003056556,432020.0,False,0.99
649,76561198003056556,233720.0,True,9.99
650,maxpaynepillkiller,319630.0,True,0.0
651,maxpaynepillkiller,12120.0,True,14.99
652,maxpaynepillkiller,241930.0,True,19.99
653,maxpaynepillkiller,428690.0,True,24.99
654,maxpaynepillkiller,55230.0,True,9.99
655,maxpaynepillkiller,243470.0,False,29.99
656,AlexNoClutch,227860.0,False,24.99
657,Alexwai04,218620.0,True,4.99
658,76561198095481910,208090.0,True,0.0
659,76561198164545985,730.0,True,14.99
660,AlkalineDeath,228280.0,True,19.99
661,AlkalineDeath,240760.0,True,39.99
662,76561198075935236,226700.0,True,9.99
663,76561198075935236,250900.0,True,14.99
664,mintifreshbadger,35450.0,True,19.99
665,AlpacaRevolution,9900.0,True,0.0
666,AlpacaRevolution,212680.0,True,9.99
667,AlpacaRevolution,346110.0,False,59.99
668,AlphaBryn444,236370.0,True,9.99
669,76561198071952798,381210.0,True,9.99
670,76561198071952798,265930.0,False,9.99
671,76561198071952798,218620.0,True,4.99
672,76561198071952798,205100.0,True,9.99
673,76561198009001563,570.0,True,0.0
674,76561198016753953,271290.0,True,9.99
675,76561198016753953,570.0,True,0.0
676,smegmyfoodle,346010.0,True,7.99
677,smegmyfoodle,239250.0,True,39.99
678,76561198057869849,313120.0,True,14.99
679,76561198058836921,211820.0,True,14.99
680,lol_ursuchanoob,218620.0,True,4.99
681,lol_ursuchanoob,12210.0,True,9.99
682,lol_ursuchanoob,220240.0,True,19.99
683,lol_ursuchanoob,17300.0,True,19.99
684,AMV72,206440.0,True,9.99
685,AMV72,209100.0,False,29.99
686,AMV72,209000.0,True,19.99
687,AMV72,218060.0,True,14.99
688,AMV72,24240.0,True,14.99
689,76561198069170979,440.0,True,0.0
690,76561198085956238,224540.0,False,14.99
691,76561198085956238,242860.0,False,24.99
692,76561198085956238,47410.0,True,0.0
693,76561198085956238,34330.0,False,9.99
694,76561198132540690,730.0,True,14.99
695,76561198132540690,220200.0,True,39.99
696,711armageddoncarmageddon,113020.0,True,14.99
697,711armageddoncarmageddon,105600.0,True,9.99
